id,common_name,species,lineage,clade,aliases
butterfish,butterfish,Peprilus triacanthus,Stromateidae,animal,
silver-pomfret,silver pomfret,Pampus argenteus,Stromateidae,animal,
chinese-pomfret,Chinese pomfret,Pampus chinensis,Stromateidae,animal,
dogtooth-tuna,dogtooth tuna,Gymnosarda unicolor,Scombridae,animal,
wahoo,wahoo,Acanthocybium solandri,Scombridae,animal,
atlantic-bonito,Atlantic bonito,Sarda sarda,Scombridae,animal,
pacific-bonito,Pacific bonito,Sarda chiliensis,Scombridae,animal,
striped-bonito,striped bonito,Sarda orientalis,Scombridae,animal,
little-tunny,little tunny,Euthynnus alletteratus,Scombridae,animal,
kawakawa,kawakawa,Euthynnus affinis,Scombridae,animal,
skipjack,skipjack (katsuo),Katsuwonus pelamis,Scombridae,animal,katsuo
bullet-tuna,bullet tuna,Auxis rochei,Scombridae,animal,
frigate-tuna,frigate tuna,Auxis thazard,Scombridae,animal,
blackfin-tuna,blackfin tuna,Thunnus atlanticus,Scombridae,animal,
longtail-tuna,longtail tuna,Thunnus tonggol,Scombridae,animal,
bigeye-tuna,bigeye tuna,Thunnus obesus,Scombridae,animal,
yellowfin-tuna,yellowfin tuna,Thunnus albacares,Scombridae,animal,
albacore,albacore,Thunnus alalunga,Scombridae,animal,
southern-bluefin-tuna,southern bluefin tuna,Thunnus maccoyii,Scombridae,animal,
atlantic-bluefin-tuna,Atlantic bluefin tuna,Thunnus thynnus,Scombridae,animal,
pacific-bluefin-tuna,Pacific bluefin tuna,Thunnus orientalis,Scombridae,animal,
indian-mackerel,Indian mackerel,Rastrelliger kanagurta,Scombridae,animal,
short-mackerel,short mackerel,Rastrelliger brachysoma,Scombridae,animal,
atlantic-mackerel,Atlantic mackerel,Scomber scombrus,Scombridae,animal,saba
atlantic-chub-mackerel,Atlantic chub mackerel,Scomber colias,Scombridae,animal,
chub-mackerel,chub mackerel (saba),Scomber japonicus,Scombridae,animal,saba
blue-mackerel,blue mackerel,Scomber australasicus,Scombridae,animal,
king-mackerel,king mackerel,Scomberomorus cavalla,Scombridae,animal,
pacific-sierra,Pacific sierra,Scomberomorus sierra,Scombridae,animal,
cero,cero,Scomberomorus regalis,Scombridae,animal,
atlantic-spanish-mackerel,Atlantic Spanish mackerel,Scomberomorus maculatus,Scombridae,animal,
narrow-barred-spanish-mackerel,narrow-barred Spanish mackerel,Scomberomorus commerson,Scombridae,animal,
japanese-spanish-mackerel,Japanese Spanish mackerel (sawara),Scomberomorus niphonius,Scombridae,animal,sawara
indo-pacific-king-mackerel,Indo-Pacific king mackerel,Scomberomorus guttatus,Scombridae,animal,
goldband-goatfish,goldband goatfish,Upeneus moluccensis,Mullidae,animal,
striped-red-mullet,striped red mullet,Mullus surmuletus,Mullidae,animal,
red-mullet,red mullet,Mullus barbatus,Mullidae,animal,
manybar-goatfish,manybar goatfish (moano),Parupeneus multifasciatus,Mullidae,animal,moano
marble-goby,marble goby,Oxyeleotris marmorata,Butidae,animal,
yellowfin-goby,yellowfin goby (haze),Acanthogobius flavimanus,Gobiidae,animal,haze
great-blue-spotted-mudskipper,great blue-spotted mudskipper,Boleophthalmus pectinirostris,Oxudercidae,animal,
red-tailed-goby,red-tailed goby (fry: bichique),Sicyopterus lagocephalus,Oxudercidae,animal,fry: bichique
tank-goby,tank goby,Glossogobius giuris,Gobiidae,animal,
dusky-frillgoby,dusky frillgoby,Bathygobius fuscus,Gobiidae,animal,
asian-swamp-eel,Asian swamp eel,Monopterus albus,Synbranchidae,animal,
zig-zag-eel,zig-zag eel,Mastacembelus armatus,Mastacembelidae,animal,
malabar-leaffish,Malabar leaffish,Pristolepis marginata,Pristolepididae,animal,
african-snakehead,African snakehead,Parachanna obscura,Channidae,animal,
giant-snakehead,giant snakehead,Channa micropeltes,Channidae,animal,
northern-snakehead,northern snakehead,Channa argus,Channidae,animal,
blotched-snakehead,blotched snakehead,Channa maculata,Channidae,animal,
striped-snakehead,striped snakehead,Channa striata,Channidae,animal,
climbing-perch,climbing perch,Anabas testudineus,Anabantidae,animal,
giant-gourami,giant gourami,Osphronemus goramy,Osphronemidae,animal,
snakeskin-gourami,snakeskin gourami,Trichopodus pectoralis,Osphronemidae,animal,
six-finger-threadfin,six-finger threadfin (moi),Polydactylus sexfilis,Polynemidae,animal,moi
fourfinger-threadfin,fourfinger threadfin,Eleutheronema tetradactylum,Polynemidae,animal,
akame,akame,Lates japonicus,Latidae,animal,
barramundi,barramundi,Lates calcarifer,Latidae,animal,
nile-perch,Nile perch,Lates niloticus,Latidae,animal,
moonfish,moonfish,Mene maculata,Menidae,animal,
swordfish,swordfish,Xiphias gladius,Xiphiidae,animal,
striped-marlin,striped marlin,Kajikia audax,Istiophoridae,animal,
white-marlin,white marlin,Kajikia albida,Istiophoridae,animal,
indo-pacific-sailfish,Indo-Pacific sailfish,Istiophorus platypterus,Istiophoridae,animal,
blue-marlin,blue marlin,Makaira nigricans,Istiophoridae,animal,
cobia,cobia,Rachycentron canadum,Rachycentridae,animal,
mahi-mahi,mahi-mahi,Coryphaena hippurus,Coryphaenidae,animal,dorado;dolphinfish
leerfish,leerfish,Lichia amia,Carangidae,animal,
pompano,pompano (Mediterranean),Trachinotus ovatus,Carangidae,animal,
florida-pompano,Florida pompano,Trachinotus carolinus,Carangidae,animal,
permit,permit,Trachinotus falcatus,Carangidae,animal,
snubnose-pompano,snubnose pompano,Trachinotus blochii,Carangidae,animal,
rainbow-runner,rainbow runner,Elagatis bipinnulata,Carangidae,animal,
greater-amberjack,greater amberjack,Seriola dumerili,Carangidae,animal,
almaco-jack,almaco jack (kampachi),Seriola rivoliana,Carangidae,animal,kampachi
yellowtail-kingfish,yellowtail kingfish,Seriola lalandi,Carangidae,animal,
japanese-amberjack,Japanese amberjack (buri/hamachi),Seriola quinqueradiata,Carangidae,animal,hamachi);buri/hamachi
white-trevally,white trevally,Pseudocaranx dentex,Carangidae,animal,
mackerel-scad,mackerel scad,Decapterus macarellus,Carangidae,animal,
bigeye-scad,bigeye scad (akule),Selar crumenophthalmus,Carangidae,animal,akule
japanese-jack-mackerel,Japanese jack mackerel (aji),Trachurus japonicus,Carangidae,animal,aji
mediterranean-horse-mackerel,Mediterranean horse mackerel,Trachurus mediterraneus,Carangidae,animal,
atlantic-horse-mackerel,Atlantic horse mackerel,Trachurus trachurus,Carangidae,animal,
chilean-jack-mackerel,Chilean jack mackerel,Trachurus murphyi,Carangidae,animal,
pacific-jack-mackerel,Pacific jack mackerel,Trachurus symmetricus,Carangidae,animal,
african-pompano,African pompano,Alectis ciliaris,Carangidae,animal,
torpedo-scad,torpedo scad,Megalaspis cordyla,Carangidae,animal,
crevalle-jack,crevalle jack,Caranx hippos,Carangidae,animal,
bluefin-trevally,bluefin trevally,Caranx melampygus,Carangidae,animal,
giant-trevally,giant trevally,Caranx ignobilis,Carangidae,animal,
blue-runner,blue runner,Caranx crysos,Carangidae,animal,
great-barracuda,great barracuda,Sphyraena barracuda,Sphyraenidae,animal,
pickhandle-barracuda,pickhandle barracuda,Sphyraena jello,Sphyraenidae,animal,
european-barracuda,European barracuda,Sphyraena sphyraena,Sphyraenidae,animal,
indian-spiny-turbot,Indian spiny turbot,Psettodes erumei,Psettodidae,animal,
brill,brill,Scophthalmus rhombus,Scophthalmidae,animal,
turbot,turbot,Scophthalmus maximus,Scophthalmidae,animal,
megrim,megrim,Lepidorhombus whiffiagonis,Scophthalmidae,animal,
winter-flounder,winter flounder,Pseudopleuronectes americanus,Pleuronectidae,animal,
arrowtooth-flounder,arrowtooth flounder,Atheresthes stomias,Pleuronectidae,animal,
largetooth-flounder,largetooth flounder,Pseudorhombus arsius,Paralichthyidae,animal,
southern-flounder,southern flounder,Paralichthys lethostigma,Paralichthyidae,animal,
summer-flounder,summer flounder (fluke),Paralichthys dentatus,Paralichthyidae,animal,fluke
olive-flounder,olive flounder (hirame),Paralichthys olivaceus,Paralichthyidae,animal,hirame
california-halibut,California halibut,Paralichthys californicus,Paralichthyidae,animal,
spotted-halibut,spotted halibut (hoshigarei),Verasper variegatus,Pleuronectidae,animal,hoshigarei
pacific-halibut,Pacific halibut,Hippoglossus stenolepis,Pleuronectidae,animal,
atlantic-halibut,Atlantic halibut,Hippoglossus hippoglossus,Pleuronectidae,animal,flounder
petrale-sole,petrale sole,Eopsetta jordani,Pleuronectidae,animal,
greenland-halibut,Greenland halibut,Reinhardtius hippoglossoides,Pleuronectidae,animal,
rex-sole,rex sole,Glyptocephalus zachirus,Pleuronectidae,animal,
witch-flounder,witch flounder,Glyptocephalus cynoglossus,Pleuronectidae,animal,
lemon-sole,lemon sole,Microstomus kitt,Pleuronectidae,animal,
pacific-dover-sole,Pacific Dover sole,Microstomus pacificus,Pleuronectidae,animal,
american-plaice,American plaice,Hippoglossoides platessoides,Pleuronectidae,animal,
yellowfin-sole,yellowfin sole,Limanda aspera,Pleuronectidae,animal,
dab,dab,Limanda limanda,Pleuronectidae,animal,
english-sole,English sole,Parophrys vetulus,Pleuronectidae,animal,
rock-sole,rock sole,Lepidopsetta bilineata,Pleuronectidae,animal,
yellowtail-flounder,yellowtail flounder,Limanda ferruginea,Pleuronectidae,animal,
european-plaice,European plaice,Pleuronectes platessa,Pleuronectidae,animal,
stone-flounder,stone flounder,Kareius bicoloratus,Pleuronectidae,animal,
starry-flounder,starry flounder,Platichthys stellatus,Pleuronectidae,animal,
european-flounder,European flounder,Platichthys flesus,Pleuronectidae,animal,
wedge-sole,wedge sole,Dicologlossa cuneata,Soleidae,animal,
sand-sole,sand sole,Pegusa lascaris,Soleidae,animal,
common-sole,common sole (Dover sole),Solea solea,Soleidae,animal,Dover sole
senegalese-sole,Senegalese sole,Solea senegalensis,Soleidae,animal,
flathead-grey-mullet,flathead grey mullet (bottarga),Mugil cephalus,Mugilidae,animal,bottarga
white-mullet,white mullet,Mugil curema,Mugilidae,animal,
thicklip-grey-mullet,thicklip grey mullet,Chelon labrosus,Mugilidae,animal,
redlip-mullet,redlip mullet,Planiliza haematocheila,Mugilidae,animal,
speckled-pavon,speckled pavon,Cichla temensis,Cichlidae,animal,
butterfly-peacock-bass,butterfly peacock bass,Cichla ocellaris,Cichlidae,animal,
oscar,oscar,Astronotus ocellatus,Cichlidae,animal,
banded-jewelfish,banded jewelfish,Hemichromis fasciatus,Cichlidae,animal,
blackchin-tilapia,blackchin tilapia,Sarotherodon melanotheron,Cichlidae,animal,
mango-tilapia,mango tilapia,Sarotherodon galilaeus,Cichlidae,animal,
blue-tilapia,blue tilapia,Oreochromis aureus,Cichlidae,animal,
nile-tilapia,Nile tilapia,Oreochromis niloticus,Cichlidae,animal,
mozambique-tilapia,Mozambique tilapia,Oreochromis mossambicus,Cichlidae,animal,
three-spotted-tilapia,three-spotted tilapia,Oreochromis andersonii,Cichlidae,animal,
redbelly-tilapia,redbelly tilapia,Coptodon zillii,Cichlidae,animal,
redbreast-tilapia,redbreast tilapia,Coptodon rendalli,Cichlidae,animal,
giant-cichlid,giant cichlid,Boulengerochromis microlepis,Cichlidae,animal,
pejerrey,pejerrey,Odontesthes bonariensis,Atherinopsidae,animal,
atlantic-silverside,Atlantic silverside,Menidia menidia,Atherinopsidae,animal,
charal,charal,Chirostoma humboldtianum,Atherinopsidae,animal,
big-scale-sand-smelt,big-scale sand smelt,Atherina boyeri,Atherinidae,animal,
medaka,medaka (historically eaten),Oryzias latipes,Adrianichthyidae,animal,historically eaten
pacific-saury,Pacific saury (sanma),Cololabis saira,Scomberesocidae,animal,sanma
atlantic-saury,Atlantic saury,Scomberesox saurus,Scomberesocidae,animal,
garfish,garfish,Belone belone,Belonidae,animal,
ballyhoo,ballyhoo,Hemiramphus brasiliensis,Hemiramphidae,animal,
yellowwing-flyingfish,yellowwing flyingfish (tobiko),Cypselurus poecilopterus,Exocoetidae,animal,tobiko
japanese-flying-fish,Japanese flying fish (tobiuo),Cheilopogon agoo,Exocoetidae,animal,tobiuo
golden-ear,golden ear,Naematelia aurantialba,Naemateliaceae,fungus,
snow-fungus,snow fungus,Tremella fuciformis,Tremellaceae,fungus,white fungus
pacific-golden-chanterelle,Pacific golden chanterelle,Cantharellus formosus,Cantharellaceae,fungus,
cinnabar-chanterelle,cinnabar chanterelle,Cantharellus cinnabarinus,Cantharellaceae,fungus,
smooth-chanterelle,smooth chanterelle,Cantharellus lateritius,Cantharellaceae,fungus,
chanterelle,chanterelle,Cantharellus cibarius,Cantharellaceae,fungus,
winter-chanterelle,winter chanterelle,Craterellus tubaeformis,Cantharellaceae,fungus,
black-trumpet,black trumpet,Craterellus cornucopioides,Cantharellaceae,fungus,
hedgehog-mushroom,hedgehog mushroom,Hydnum repandum,Hydnaceae,fungus,
terracotta-hedgehog,terracotta hedgehog,Hydnum rufescens,Hydnaceae,fungus,
jelly-ear,jelly ear (cornea),Auricularia cornea,Auriculariaceae,fungus,cornea
black-wood-ear,black wood ear,Auricularia heimuer,Auriculariaceae,fungus,
wood-ear,wood ear,Auricularia auricula-judae,Auriculariaceae,fungus,black fungus;cloud ear
cloud-ear,cloud ear,Auricularia polytricha,Auriculariaceae,fungus,
pigs-ear,pig's ear,Gomphus clavatus,Gomphaceae,fungus,
cauliflower-coral,cauliflower coral,Ramaria botrytis,Gomphaceae,fungus,
chaga,chaga,Inonotus obliquus,Hymenochaetaceae,fungus,
chicken-of-the-woods,chicken of the woods,Laetiporus sulphureus,Fomitopsidaceae,fungus,
cauliflower-fungus,cauliflower fungus,Sparassis crispa,Sparassidaceae,fungus,
white-pored-chicken-of-the-woods,white-pored chicken of the woods,Laetiporus cincinnatus,Fomitopsidaceae,fungus,
maitake,maitake,Grifola frondosa,Grifolaceae,fungus,hen of the woods
shingled-hedgehog,shingled hedgehog,Sarcodon imbricatus,Bankeraceae,fungus,
lingzhi,lingzhi,Ganoderma lingzhi,Ganodermataceae,fungus,
reishi,reishi,Ganoderma lucidum,Ganodermataceae,fungus,
hed-kradang,hed kradang,Lentinus polychrous,Polyporaceae,fungus,
lentinus,lentinus (tropical),Lentinus squarrosulus,Polyporaceae,fungus,tropical
dryads-saddle,dryad's saddle,Cerioporus squamosus,Polyporaceae,fungus,
turkey-tail,turkey tail,Trametes versicolor,Polyporaceae,fungus,
green-cracking-russula,green-cracking russula,Russula virescens,Russulaceae,fungus,
charcoal-burner,charcoal burner,Russula cyanoxantha,Russulaceae,fungus,
indigo-milk-cap,indigo milk cap,Lactarius indigo,Russulaceae,fungus,
false-saffron-milk-cap,false saffron milk cap,Lactarius deterrimus,Russulaceae,fungus,
saffron-milk-cap,saffron milk cap,Lactarius deliciosus,Russulaceae,fungus,
weeping-milk-cap,weeping milk cap,Lactifluus volemus,Russulaceae,fungus,
lions-mane,lion's mane,Hericium erinaceus,Hericiaceae,fungus,
coral-tooth,coral tooth,Hericium coralloides,Hericiaceae,fungus,
sheep-polypore,sheep polypore,Albatrellus ovinus,Albatrellaceae,fungus,
bay-bolete,bay bolete,Imleria badia,Boletaceae,fungus,
old-man-of-the-woods,old man of the woods,Strobilomyces strobilaceus,Boletaceae,fungus,
porcini,porcini,Boletus edulis,Boletaceae,fungus,cep;penny bun
pine-bolete,pine bolete,Boletus pinophilus,Boletaceae,fungus,
bronze-bolete,bronze bolete,Boletus aereus,Boletaceae,fungus,
summer-bolete,summer bolete,Boletus reticulatus,Boletaceae,fungus,
birch-bolete,birch bolete,Leccinum scabrum,Boletaceae,fungus,
orange-birch-bolete,orange birch bolete,Leccinum aurantiacum,Boletaceae,fungus,
chestnut-bolete,chestnut bolete,Gyroporus castaneus,Gyroporaceae,fungus,
black-bolete,black bolete (Thai),Phlebopus portentosus,Boletinellaceae,fungus,Thai
weeping-bolete,weeping bolete,Suillus granulatus,Suillaceae,fungus,
jersey-cow-bolete,jersey cow bolete,Suillus bovinus,Suillaceae,fungus,
slippery-jack,slippery jack,Suillus luteus,Suillaceae,fungus,
copper-spike,copper spike,Chroogomphus rutilus,Gomphidiaceae,fungus,
pink-waxcap,pink waxcap,Hygrophorus russula,Hygrophoraceae,fungus,
giant-oyster,giant oyster,Pleurotus giganteus,Pleurotaceae,fungus,
phoenix-oyster,phoenix oyster,Pleurotus pulmonarius,Pleurotaceae,fungus,
king-oyster,king oyster,Pleurotus eryngii,Pleurotaceae,fungus,
oyster-mushroom,oyster mushroom,Pleurotus ostreatus,Pleurotaceae,fungus,king oyster
pink-oyster,pink oyster,Pleurotus djamor,Pleurotaceae,fungus,
golden-oyster,golden oyster,Pleurotus citrinopileatus,Pleurotaceae,fungus,
branched-oyster,branched oyster,Pleurotus cornucopiae,Pleurotaceae,fungus,
split-gill,split gill,Schizophyllum commune,Schizophyllaceae,fungus,
beefsteak-fungus,beefsteak fungus,Fistulina hepatica,Fistulinaceae,fungus,
straw-mushroom,straw mushroom,Volvariella volvacea,Pluteaceae,fungus,
american-caesar,American Caesar,Amanita jacksonii,Amanitaceae,fungus,
caesars-mushroom,Caesar's mushroom,Amanita caesarea,Amanitaceae,fungus,
blusher,blusher,Amanita rubescens,Amanitaceae,fungus,
mucor,mucor (cheese),Mucor racemosus,Mucoraceae,fungus,cheese
sufu-mould,sufu mould,Actinomucor elegans,Mucoraceae,fungus,
tempeh-mould,tempeh / ragi mould,Rhizopus oryzae,Rhizopodaceae,fungus,ragi mould
tempeh-mould-2,tempeh mould,Rhizopus oligosporus,Rhizopodaceae,fungus,tempeh
pioppino,pioppino,Cyclocybe aegerita,Strophariaceae,fungus,
nameko,nameko,Pholiota nameko,Strophariaceae,fungus,
chestnut-mushroom,chestnut mushroom (adiposa),Pholiota adiposa,Strophariaceae,fungus,adiposa
wine-cap,wine cap,Stropharia rugosoannulata,Strophariaceae,fungus,
sheathed-woodtuft,sheathed woodtuft,Kuehneromyces mutabilis,Strophariaceae,fungus,
almond-mushroom,almond mushroom (blazei),Agaricus subrufescens,Agaricaceae,fungus,blazei
button,button / cremini / portobello,Agaricus bisporus,Agaricaceae,fungus,cremini;portobello;mushroom;mushrooms;portabella;champignon
field-mushroom,field mushroom,Agaricus campestris,Agaricaceae,fungus,
horse-mushroom,horse mushroom,Agaricus arvensis,Agaricaceae,fungus,
the-prince,the prince,Agaricus augustus,Agaricaceae,fungus,
parasol-mushroom,parasol mushroom,Macrolepiota procera,Agaricaceae,fungus,
giant-puffball,giant puffball,Calvatia gigantea,Agaricaceae,fungus,
common-puffball,common puffball,Lycoperdon perlatum,Agaricaceae,fungus,
shaggy-ink-cap,shaggy ink cap,Coprinus comatus,Agaricaceae,fungus,
termite-mushroom,termite mushroom,Termitomyces robustus,Lyophyllaceae,fungus,
giant-termite-mushroom,giant termite mushroom,Termitomyces titanicus,Lyophyllaceae,fungus,
hon-shimeji,hon-shimeji,Lyophyllum shimeji,Lyophyllaceae,fungus,
buna-shimeji,buna-shimeji,Hypsizygus tessellatus,Lyophyllaceae,fungus,
st-georges-mushroom,St George's mushroom,Calocybe gambosa,Lyophyllaceae,fungus,
american-matsutake,American matsutake,Tricholoma murrillianum,Tricholomataceae,fungus,
matsutake,matsutake,Tricholoma matsutake,Tricholomataceae,fungus,
field-blewit,field blewit,Lepista personata,Tricholomataceae,fungus,
wood-blewit,wood blewit,Lepista nuda,Tricholomataceae,fungus,
enoki,enoki (cultivated),Flammulina filiformis,Physalacriaceae,fungus,
velvet-shank,velvet shank,Flammulina velutipes,Physalacriaceae,fungus,enokitake
honey-fungus,honey fungus,Armillaria mellea,Physalacriaceae,fungus,
dark-honey-fungus,dark honey fungus,Armillaria ostoyae,Physalacriaceae,fungus,
butter-cap,butter cap,Rhodocollybia butyracea,Omphalotaceae,fungus,
shiitake,shiitake,Lentinula edodes,Omphalotaceae,fungus,
fairy-ring-champignon,fairy ring champignon,Marasmius oreades,Marasmiaceae,fungus,
