species,common_name,genus,family,clade,group
Cavendishia bracteata,cavendishia (fruit),Cavendishia,Ericaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Actinidia deliciosa,kiwifruit,Actinidia,Actinidiaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Actinidia chinensis,golden kiwifruit,Actinidia,Actinidiaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Actinidia arguta,hardy kiwi,Actinidia,Actinidiaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Actinidia kolomikta,Arctic kiwi,Actinidia,Actinidiaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Actinidia polygama,silver vine,Actinidia,Actinidiaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Actinidia eriantha,white kiwi,Actinidia,Actinidiaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Saurauia napaulensis,gogan (fruit),Saurauia,Actinidiaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Camellia sinensis,tea,Camellia,Theaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Camellia oleifera,tea seed oil,Camellia,Theaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Camellia japonica,Japanese camellia (seed oil),Camellia,Theaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Camellia sasanqua,sasanqua (seed oil),Camellia,Theaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Camellia taliensis,wild tea (Yunnan),Camellia,Theaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Diospyros kaki,persimmon,Diospyros,Ebenaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Diospyros virginiana,American persimmon,Diospyros,Ebenaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Diospyros lotus,date-plum,Diospyros,Ebenaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Diospyros blancoi,mabolo (velvet apple),Diospyros,Ebenaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Diospyros digyna,black sapote,Diospyros,Ebenaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Diospyros mespiliformis,jackalberry,Diospyros,Ebenaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Diospyros texana,Texas persimmon,Diospyros,Ebenaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Diospyros malabarica,gaub,Diospyros,Ebenaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Diospyros decandra,thị,Diospyros,Ebenaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Euclea crispa,blue guarri (fruit),Euclea,Ebenaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Manilkara zapota,sapodilla,Manilkara,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Manilkara huberi,massaranduba,Manilkara,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Manilkara kauki,caqui,Manilkara,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Manilkara bidentata,balata,Manilkara,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Pouteria sapota,mamey sapote,Pouteria,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Pouteria campechiana,canistel,Pouteria,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Pouteria lucuma,lúcuma,Pouteria,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Pouteria caimito,abiu,Pouteria,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Pouteria viridis,green sapote,Pouteria,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Pouteria macrophylla,cutite,Pouteria,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Chrysophyllum cainito,star apple,Chrysophyllum,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Chrysophyllum albidum,African star apple (udara),Chrysophyllum,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Chrysophyllum oliviforme,satinleaf,Chrysophyllum,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Synsepalum dulcificum,miracle berry,Synsepalum,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Vitellaria paradoxa,shea,Vitellaria,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Argania spinosa,argan,Argania,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Mimusops elengi,Spanish cherry (bakul),Mimusops,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Mimusops zeyheri,Transvaal red milkwood,Mimusops,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Madhuca longifolia,mahua,Madhuca,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Baillonella toxisperma,moabi (oil),Baillonella,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Englerophytum magalismontanum,stem fruit (stamvrug),Englerophytum,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Planchonella australis,black apple,Planchonella,Sapotaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Bertholletia excelsa,Brazil nut,Bertholletia,Lecythidaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Lecythis pisonis,sapucaia nut,Lecythis,Lecythidaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Lecythis zabucajo,paradise nut,Lecythis,Lecythidaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Gustavia superba,membrillo (Gustavia),Gustavia,Lecythidaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Grias peruviana,sachamango,Grias,Lecythidaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Barringtonia edulis,cut nut (pao),Barringtonia,Lecythidaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Barringtonia procera,cut nut (procera),Barringtonia,Lecythidaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Planchonia careya,cocky apple,Planchonia,Lecythidaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Napoleonaea vogelii,Napoleon's hat (fruit),Napoleonaea,Lecythidaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Styrax benzoin,benzoin,Styrax,Styracaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Halesia carolina,silverbell (pickled fruit),Halesia,Styracaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Primula veris,cowslip (flowers),Primula,Primulaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Primula vulgaris,primrose (flowers),Primula,Primulaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Ardisia elliptica,shoebutton ardisia,Ardisia,Primulaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Ardisia compressa,capulín (Ardisia),Ardisia,Primulaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Embelia ribes,false black pepper (vidanga),Embelia,Primulaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Myrsine africana,African boxwood (fruit),Myrsine,Primulaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Impatiens glandulifera,Himalayan balsam (seed),Impatiens,Balsaminaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Fouquieria splendens,ocotillo (flowers),Fouquieria,Fouquieriaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Cyclamen persicum,"cyclamen (tuber, historical)",Cyclamen,Primulaceae,plant,"Eudicots: cornels, heaths, tea, kiwi, persimmon, sapotes, Brazil nut, primroses"
Coffea arabica,arabica coffee,Coffea,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Coffea canephora,robusta coffee,Coffea,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Coffea liberica,liberica coffee,Coffea,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Coffea stenophylla,highland coffee,Coffea,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Genipa americana,jenipapo,Genipa,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Morinda citrifolia,noni,Morinda,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Vangueria infausta,wild medlar,Vangueria,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Vangueria madagascariensis,Spanish tamarind,Vangueria,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Gardenia jasminoides,gardenia (fruit colourant),Gardenia,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Gardenia erubescens,"gardenia (fruit, Sahel)",Gardenia,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Randia echinocarpa,papache,Randia,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Sarcocephalus latifolius,African peach,Sarcocephalus,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Uncaria gambir,gambir,Uncaria,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Cinchona officinalis,quinine bark,Cinchona,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Cinchona pubescens,red cinchona,Cinchona,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Galium odoratum,sweet woodruff,Galium,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Galium verum,lady's bedstraw (rennet),Galium,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Hamelia patens,firebush (fruit),Hamelia,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Alibertia edulis,marmelada,Alibertia,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Borojoa patinoi,borojó,Borojoa,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Posoqueria latifolia,needle flower tree (fruit),Posoqueria,Rubiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Carissa macrocarpa,Natal plum,Carissa,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Carissa carandas,karonda,Carissa,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Carissa spinarum,conkerberry,Carissa,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Hancornia speciosa,mangaba,Hancornia,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Couma macrocarpa,sorva,Couma,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Couma utilis,sorva pequena,Couma,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Landolphia kirkii,sand apricot-vine,Landolphia,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Landolphia owariensis,white rubber vine (fruit),Landolphia,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Saba senegalensis,weda (madd),Saba,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Saba comorensis,bungo,Saba,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Willughbeia angustifolia,willughbeia (fruit),Willughbeia,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Asclepias syriaca,"common milkweed (shoots, pods)",Asclepias,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Asclepias speciosa,showy milkweed,Asclepias,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Gymnema sylvestre,gurmar,Gymnema,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Caralluma fimbriata,caralluma,Caralluma,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Caralluma edulis,edible caralluma,Caralluma,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Hoodia gordonii,hoodia,Hoodia,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Fockea edulis,kambroo,Fockea,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Telosma cordata,Tonkin jasmine (flowers),Telosma,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Dregea volubilis,green wax flower (leaves),Dregea,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Gongronema latifolium,utazi,Gongronema,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Leptadenia hastata,leptadenia (leaves),Leptadenia,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Gonolobus edulis,cuayote,Gonolobus,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Ceropegia bulbosa,ceropegia (tuber),Ceropegia,Apocynaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Strychnos spinosa,monkey orange,Strychnos,Loganiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Strychnos cocculoides,corky-bark monkey orange,Strychnos,Loganiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Strychnos madagascariensis,black monkey orange,Strychnos,Loganiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Gentiana lutea,yellow gentian,Gentiana,Gentianaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Centaurium erythraea,centaury,Centaurium,Gentianaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Swertia chirayita,chirayta,Swertia,Gentianaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Eucommia ulmoides,du zhong (tea),Eucommia,Eucommiaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Poraqueiba sericea,umari,Poraqueiba,Icacinaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Borago officinalis,borage,Borago,Boraginaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Symphytum officinale,comfrey (historical),Symphytum,Boraginaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Anchusa azurea,Italian bugloss (flowers),Anchusa,Boraginaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Anchusa officinalis,common bugloss,Anchusa,Boraginaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Echium plantagineum,Paterson's curse (seed oil),Echium,Boraginaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Pulmonaria officinalis,lungwort,Pulmonaria,Boraginaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Mertensia maritima,oysterleaf,Mertensia,Boraginaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Cordia myxa,Assyrian plum (lasura),Cordia,Boraginaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Cordia dichotoma,Indian cherry (lasoda),Cordia,Boraginaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Cordia dodecandra,ciricote,Cordia,Boraginaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Cordia boissieri,anacahuita,Cordia,Boraginaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Cordia sinensis,grey-leaved saucerberry,Cordia,Boraginaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Ehretia acuminata,koda (fruit),Ehretia,Boraginaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Ehretia anacua,anaqua,Ehretia,Boraginaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Ehretia tinifolia,roble (fruit),Ehretia,Boraginaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Ehretia microphylla,Fukien tea,Ehretia,Boraginaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Hydrophyllum virginianum,Virginia waterleaf,Hydrophyllum,Hydrophyllaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Eriodictyon californicum,yerba santa,Eriodictyon,Namaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Pholisma sonorae,sand food,Pholisma,Lennoaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Solanum lycopersicum,tomato,Solanum,Solanaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Solanum pimpinellifolium,currant tomato,Solanum,Solanaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Solanum tuberosum,potato,Solanum,Solanaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Solanum stenotomum,pitiquiña potato,Solanum,Solanaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Solanum ajanhuiri,ajanhuiri potato,Solanum,Solanaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Solanum juzepczukii,bitter potato (juzepczukii),Solanum,Solanaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
Solanum curtilobum,bitter potato (curtilobum),Solanum,Solanaceae,plant,"Eudicots: coffee, dogbane, gentian, borage, nightshades, morning glories"
